record_id,year,month,quarter,country,area_type,ev_brand,ev_model,ev_type,vehicle_segment,buyer_type,price_usd,government_incentive_type,incentive_amount_usd,effective_price_usd,range_km,battery_capacity_kwh,primary_charging_type,charging_time_hours,charging_station_access,annual_mileage_km,electricity_cost_per_km_usd,co2_savings_kg_per_year,resale_value_pct_3yr,adas_level,adoption_reason,previous_vehicle_type,top_concern_before_buying,customer_gender,customer_age_group,customer_satisfaction,would_recommend
EV0007958,2021,1,Q1,France,Urban,BYD,Tang,Plug-in Hybrid (PHEV),Sports Car,Fleet/Corporate,38008,Tax Credit,5534,32474,86,19.4,Supercharger Network,0.6,Average,8503,0.111,521,49.0,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Neutral,No
EV0007959,2024,7,Q3,UAE,Rural,BYD,Atto 3,Plug-in Hybrid (PHEV),SUV,Individual,29235,Free Charging,2598,26637,116,24.0,Public AC Charging,3.9,Good,15623,0.044,1984,48.3,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Female,35-44,Neutral,Yes
EV0007960,2020,8,Q3,Netherlands,Suburban,Volvo,EX90,Battery Electric Vehicle (BEV),Sedan,Individual,59290,Free Charging,1664,57626,274,66.8,Home Charging,11.5,Very Poor,4856,0.091,2620,47.5,Level 3,Environmental Concern,Another EV,Charging Infrastructure,Male,35-44,Very Satisfied,Yes
EV0007961,2022,11,Q4,India,Urban,BYD,Tang,Plug-in Hybrid (PHEV),Hatchback,Government,20440,Direct Subsidy,8812,11628,70,19.5,DC Fast Charging,1.0,Good,22507,0.113,1215,63.0,Level 2+,Performance,Petrol/Gasoline ICE,None/No Concern,Female,35-44,Satisfied,No
EV0007962,2022,3,Q1,Sweden,Suburban,Chevrolet,Silverado EV,Battery Electric Vehicle (BEV),Pickup Truck,Individual,44985,Tax Credit,5190,39795,395,42.1,DC Fast Charging,1.2,Poor,7193,0.108,2976,52.2,Level 3,Technology Appeal,Another EV,Battery Life,Male,55-64,Satisfied,Yes
EV0007963,2023,6,Q2,Norway,Urban,BYD,Seal,Battery Electric Vehicle (BEV),Luxury,Fleet/Corporate,45010,Tax Credit,7082,37928,252,64.7,Workplace Charging,5.5,Poor,12003,0.08,1570,61.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Male,35-44,Neutral,Yes
EV0007964,2022,5,Q2,Japan,Rural,Volkswagen,ID.6,Plug-in Hybrid (PHEV),Sports Car,Fleet/Corporate,52061,Reduced Registration Fee,2782,49279,73,11.7,Home Charging,6.7,Average,8674,0.096,877,57.5,Level 2+,Brand Image,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Satisfied,Yes
EV0007965,2023,6,Q2,Canada,Suburban,BMW,iX,Plug-in Hybrid (PHEV),Sedan,Individual,57491,Direct Subsidy,10745,46746,101,20.6,Public AC Charging,5.4,Very Poor,18295,0.067,1590,59.6,Level 2,Lower Running Cost,First Vehicle,High Price,Female,25-34,Neutral,Yes
EV0007966,2024,3,Q1,China,Urban,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),Van/MPV,Individual,42339,None,0,42339,586,70.5,Public AC Charging,5.0,Average,18933,0.118,2801,51.6,Level 2+,Corporate Policy,Hybrid,Range Anxiety,Male,25-34,Very Satisfied,Maybe
EV0007967,2021,7,Q3,Canada,Urban,Nissan,Ariya,Plug-in Hybrid (PHEV),SUV,Individual,33356,Tax Credit,7070,26286,97,24.8,Home Charging,9.2,Average,14089,0.11,1889,46.3,Level 0,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Neutral,Maybe
EV0007968,2022,11,Q4,UK,Urban,Tesla,Model S,Hybrid Electric (HEV),Luxury,Individual,70230,Tax Credit,2002,68228,57,1.5,DC Fast Charging,1.4,Good,15066,0.118,582,45.8,Level 2,Brand Image,Hybrid,Range Anxiety,Male,65+,Satisfied,Yes
EV0007969,2024,3,Q1,Norway,Urban,Chevrolet,Bolt EUV,Battery Electric Vehicle (BEV),SUV,Rental Company,36518,None,0,36518,612,98.5,Home Charging,9.0,Excellent,14568,0.112,2635,46.2,Level 2+,Corporate Policy,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Very Dissatisfied,Yes
EV0007970,2020,4,Q2,USA,Suburban,Tesla,Model X,Hybrid Electric (HEV),SUV,Individual,54849,Reduced Registration Fee,2275,52574,29,2.1,Supercharger Network,0.4,Average,17223,0.067,459,45.2,Level 2,Environmental Concern,First Vehicle,Resale Value,Male,45-54,Very Satisfied,Yes
EV0007971,2024,11,Q4,Canada,Suburban,Polestar,Polestar 3,Plug-in Hybrid (PHEV),SUV,Individual,51678,Direct Subsidy,7211,44467,103,17.9,DC Fast Charging,0.4,Poor,53607,0.074,1069,71.2,Level 1,Environmental Concern,Diesel ICE,Charging Time,Female,45-54,Satisfied,Yes
EV0007972,2022,6,Q2,Germany,Suburban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,35545,Reduced Registration Fee,2116,33429,442,92.2,Workplace Charging,6.4,Average,7024,0.042,4443,45.8,Level 0,Government Incentive,Diesel ICE,Battery Life,Male,18-24,Satisfied,Yes
EV0007973,2021,1,Q1,India,Urban,Tesla,Cybertruck,Hybrid Electric (HEV),SUV,Individual,47200,Reduced Registration Fee,2741,44459,34,2.5,Home Charging,7.1,Poor,15740,0.04,790,63.5,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Very Satisfied,Yes
EV0007974,2020,3,Q1,China,Rural,Kia,EV6,Hybrid Electric (HEV),Luxury,Fleet/Corporate,65895,Direct Subsidy,6966,58929,23,5.4,Workplace Charging,7.4,Good,37438,0.057,366,72.1,Level 3,Environmental Concern,First Vehicle,Charging Infrastructure,Female,25-34,Very Satisfied,Yes
EV0007975,2022,8,Q3,Germany,Urban,Tesla,Model S,Battery Electric Vehicle (BEV),Sedan,Individual,43581,Direct Subsidy,8064,35517,656,46.1,Workplace Charging,4.1,Poor,23939,0.081,3722,71.4,Level 1,Environmental Concern,First Vehicle,Charging Infrastructure,Male,35-44,Neutral,Maybe
EV0007976,2024,12,Q4,Japan,Suburban,Polestar,Polestar 3,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,38285,None,0,38285,303,107.2,Home Charging,7.7,Poor,12693,0.025,3345,49.2,Level 2+,Performance,Petrol/Gasoline ICE,High Price,Male,55-64,Satisfied,Yes
EV0007977,2022,2,Q1,Germany,Urban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Sports Car,Fleet/Corporate,47397,Reduced Registration Fee,1744,45653,307,88.6,Workplace Charging,7.8,Average,18378,0.115,2603,73.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Male,35-44,Satisfied,Yes
EV0007978,2020,1,Q1,Australia,Suburban,Rivian,R1S,Battery Electric Vehicle (BEV),Hatchback,Individual,62852,None,0,62852,540,109.5,Supercharger Network,0.6,Good,56782,0.078,3086,64.9,Level 2+,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Male,55-64,Very Satisfied,Yes
EV0007979,2024,4,Q2,Canada,Urban,Ford,Mustang Mach-E,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,43836,Direct Subsidy,13751,30085,82,23.2,Public AC Charging,3.4,Excellent,21246,0.07,1362,55.0,Level 0,Performance,Diesel ICE,Charging Time,Male,25-34,Very Dissatisfied,Yes
EV0007980,2024,8,Q3,China,Urban,BYD,Atto 3,Plug-in Hybrid (PHEV),Hatchback,Individual,20790,Multiple Incentives,11094,9696,51,15.1,Supercharger Network,0.9,Poor,12691,0.066,640,50.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Female,18-24,Very Dissatisfied,No
EV0007981,2023,8,Q3,UK,Urban,Mercedes-Benz,EQE,Battery Electric Vehicle (BEV),Hatchback,Rideshare/Taxi,58268,Direct Subsidy,14433,43835,345,88.8,Workplace Charging,7.1,Excellent,9676,0.052,3028,70.4,Level 2,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,25-34,Very Dissatisfied,Yes
EV0007982,2021,7,Q3,UAE,Urban,BMW,iX,Hybrid Electric (HEV),Sedan,Individual,59115,Direct Subsidy,14631,44484,51,1.4,Home Charging,9.2,Good,22613,0.021,372,70.1,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Female,35-44,Satisfied,Yes
EV0007983,2024,10,Q4,Sweden,Urban,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),SUV,Rental Company,19101,Reduced Registration Fee,1255,17846,351,45.1,Supercharger Network,0.5,Good,22357,0.056,2869,54.1,Level 2,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,35-44,Satisfied,Yes
EV0007984,2020,4,Q2,Austria,Urban,Polestar,Polestar 2,Battery Electric Vehicle (BEV),Sedan,Rental Company,49898,Reduced Registration Fee,2626,47272,520,84.3,Home Charging,6.2,Good,35654,0.098,2075,57.7,Level 2,Performance,Diesel ICE,None/No Concern,Female,25-34,Very Satisfied,Maybe
EV0007985,2023,5,Q2,Austria,Suburban,BYD,Tang,Plug-in Hybrid (PHEV),SUV,Rideshare/Taxi,31920,Free Charging,2690,29230,64,11.3,DC Fast Charging,1.1,Excellent,15084,0.055,1565,53.8,Level 3,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Female,18-24,Satisfied,Maybe
EV0007986,2021,5,Q2,India,Suburban,BYD,Atto 3,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,20855,Direct Subsidy,7028,13827,263,60.0,Home Charging,7.9,Excellent,8261,0.054,4176,59.5,Level 0,Technology Appeal,First Vehicle,Resale Value,Female,35-44,Very Satisfied,Yes
EV0007987,2021,2,Q1,Germany,Urban,BYD,Seal,Battery Electric Vehicle (BEV),Pickup Truck,Individual,31719,Reduced Registration Fee,2406,29313,384,112.3,DC Fast Charging,1.2,Good,35852,0.101,2128,52.2,Level 2+,Technology Appeal,Another EV,Battery Life,Female,35-44,Satisfied,Yes
EV0007988,2022,10,Q4,China,Urban,Kia,EV6,Plug-in Hybrid (PHEV),SUV,Individual,46891,Reduced Registration Fee,900,45991,56,19.8,Home Charging,8.0,Average,16885,0.076,1310,71.8,Level 0,Technology Appeal,Hybrid,Battery Life,Female,35-44,Very Satisfied,Yes
EV0007989,2021,2,Q1,UAE,Suburban,Audi,e-tron GT,Plug-in Hybrid (PHEV),SUV,Individual,76184,Free Charging,2474,73710,116,11.6,Home Charging,8.1,Poor,44638,0.027,1688,69.2,Level 2,Performance,Hybrid,Charging Infrastructure,Female,45-54,Satisfied,Maybe
EV0007990,2022,7,Q3,Denmark,Urban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),SUV,Rental Company,41137,Reduced Registration Fee,2880,38257,434,74.0,DC Fast Charging,1.0,Average,24280,0.098,3428,66.0,Level 2,Performance,Petrol/Gasoline ICE,High Price,Male,35-44,Satisfied,Yes
EV0007991,2024,8,Q3,USA,Suburban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Hatchback,Individual,30725,Tax Credit,3285,27440,256,114.3,Public AC Charging,4.6,Poor,27643,0.1,2954,59.7,Level 3,Government Incentive,Another EV,Range Anxiety,Male,25-34,Dissatisfied,No
EV0007992,2022,4,Q2,USA,Rural,Tesla,Model Y,Battery Electric Vehicle (BEV),Hatchback,Individual,34257,Tax Credit,7227,27030,775,45.1,Public AC Charging,2.9,Average,12297,0.059,2160,55.3,Level 2+,Environmental Concern,Diesel ICE,Resale Value,Prefer not to say,25-34,Satisfied,Yes
EV0007993,2021,5,Q2,India,Rural,Nissan,Leaf,Battery Electric Vehicle (BEV),Sedan,Individual,32974,Direct Subsidy,9170,23804,421,62.0,Workplace Charging,6.8,Average,22006,0.046,2213,49.4,Level 2,Government Incentive,Petrol/Gasoline ICE,None/No Concern,Male,35-44,Neutral,Maybe
EV0007994,2022,12,Q4,Norway,Suburban,BYD,Han,Plug-in Hybrid (PHEV),SUV,Individual,33115,Direct Subsidy,6443,26672,50,24.0,Workplace Charging,6.3,Very Poor,15050,0.096,798,66.7,Level 2,Technology Appeal,Petrol/Gasoline ICE,Battery Life,Male,65+,Satisfied,Maybe
EV0007995,2024,5,Q2,Norway,Suburban,Chevrolet,Bolt EUV,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,32040,Direct Subsidy,3761,28279,481,113.8,Home Charging,7.0,Excellent,26555,0.028,1508,72.9,Level 2+,Brand Image,Petrol/Gasoline ICE,Charging Infrastructure,Male,65+,Very Satisfied,Maybe
EV0007996,2023,5,Q2,Canada,Urban,Tesla,Model Y,Battery Electric Vehicle (BEV),Hatchback,Individual,32361,Direct Subsidy,13856,18505,479,84.6,Public AC Charging,3.5,Poor,24189,0.094,2985,57.1,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Female,35-44,Dissatisfied,Yes
EV0007997,2023,1,Q1,France,Suburban,Ford,E-Transit,Hybrid Electric (HEV),SUV,Fleet/Corporate,47944,None,0,47944,45,7.6,Home Charging,10.4,Excellent,10164,0.089,593,64.8,Level 0,Environmental Concern,Diesel ICE,Range Anxiety,Male,25-34,Satisfied,Yes
EV0007998,2021,1,Q1,China,Suburban,Volkswagen,ID.3,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,45590,None,0,45590,114,12.2,Workplace Charging,7.1,Poor,24727,0.032,1192,60.3,Level 2+,Brand Image,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Dissatisfied,No
EV0007999,2020,1,Q1,Austria,Suburban,Tesla,Model Y,Battery Electric Vehicle (BEV),Sedan,Individual,44304,Tax Credit,3075,41229,500,118.8,Public AC Charging,5.9,Good,54697,0.098,4223,49.3,Level 2,Brand Image,Diesel ICE,Charging Infrastructure,Male,25-34,Very Dissatisfied,Yes
EV0008000,2021,1,Q1,France,Urban,BYD,Han,Battery Electric Vehicle (BEV),SUV,Individual,32746,Free Charging,1221,31525,540,99.4,Home Charging,7.3,Good,10914,0.109,3275,65.2,Level 1,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Neutral,Yes
EV0008001,2023,9,Q3,Italy,Suburban,Kia,Niro EV,Battery Electric Vehicle (BEV),SUV,Individual,40453,Free Charging,1598,38855,476,61.8,Home Charging,9.8,Average,14646,0.027,3849,48.4,Level 2,Government Incentive,Hybrid,Range Anxiety,Male,35-44,Satisfied,No
EV0008002,2023,9,Q3,Norway,Urban,BMW,i3,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,48738,Tax Credit,3125,45613,601,85.4,Workplace Charging,7.7,Average,28512,0.062,3786,78.7,Level 3,Lower Running Cost,First Vehicle,High Price,Female,35-44,Satisfied,No
EV0008003,2021,4,Q2,China,Urban,NIO,ET7,Plug-in Hybrid (PHEV),Luxury,Individual,69703,Multiple Incentives,15143,54560,96,12.1,Workplace Charging,6.7,Average,31223,0.023,966,70.1,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Satisfied,Maybe
EV0008004,2020,3,Q1,USA,Rural,Tesla,Model S,Battery Electric Vehicle (BEV),Van/MPV,Rideshare/Taxi,49077,Tax Credit,5982,43095,705,62.0,Home Charging,8.6,Good,20328,0.055,1622,71.4,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Neutral,No
EV0008005,2021,12,Q4,Canada,Urban,BYD,Han,Plug-in Hybrid (PHEV),Hatchback,Rideshare/Taxi,24198,Multiple Incentives,8898,15300,67,9.5,DC Fast Charging,1.0,Good,17746,0.101,869,66.9,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Dissatisfied,Maybe
EV0008006,2020,6,Q2,China,Rural,Tesla,Model X,Hybrid Electric (HEV),Pickup Truck,Individual,54485,Free Charging,2481,52004,29,1.1,Supercharger Network,0.8,Good,16455,0.091,558,47.0,Level 2,Lower Running Cost,Diesel ICE,None/No Concern,Male,25-34,Very Satisfied,Yes
EV0008007,2024,11,Q4,Canada,Urban,NIO,ES6,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,49474,Direct Subsidy,12184,37290,352,97.5,Supercharger Network,0.2,Good,29132,0.105,1543,57.6,Level 3,Lower Running Cost,First Vehicle,High Price,Male,18-24,Neutral,Maybe
EV0008008,2022,2,Q1,Sweden,Rural,Polestar,Polestar 3,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,38396,Multiple Incentives,16816,21580,42,17.3,Supercharger Network,0.3,Average,14173,0.118,669,55.7,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Satisfied,Yes
EV0008009,2022,12,Q4,Pakistan,Urban,BMW,i3,Plug-in Hybrid (PHEV),SUV,Individual,76411,Tax Credit,6180,70231,89,14.9,Public AC Charging,4.2,Good,19752,0.117,1057,69.9,Level 3,Government Incentive,Hybrid,Resale Value,Male,35-44,Satisfied,No
EV0008010,2022,10,Q4,Canada,Urban,Hyundai,IONIQ 5,Plug-in Hybrid (PHEV),Hatchback,Individual,32237,Tax Credit,7223,25014,46,14.0,Home Charging,10.3,Excellent,9218,0.118,1185,70.0,Level 1,Government Incentive,First Vehicle,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0008011,2023,1,Q1,USA,Urban,Rivian,R1S,Plug-in Hybrid (PHEV),Pickup Truck,Individual,91073,Free Charging,1285,89788,114,18.2,Public AC Charging,3.1,Average,27587,0.038,1201,51.0,Level 2,Brand Image,Diesel ICE,Battery Life,Prefer not to say,45-54,Satisfied,Maybe
EV0008012,2024,8,Q3,France,Urban,Nissan,Leaf,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,23333,Multiple Incentives,8035,15298,480,78.1,Workplace Charging,6.2,Poor,13803,0.099,1894,57.8,Level 2,Performance,Petrol/Gasoline ICE,Resale Value,Female,45-54,Neutral,Yes
EV0008013,2022,1,Q1,India,Urban,Volvo,EX90,Hybrid Electric (HEV),SUV,Rental Company,59608,Direct Subsidy,5342,54266,30,2.7,DC Fast Charging,0.5,Average,16118,0.039,102,50.7,Level 3,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,35-44,Satisfied,Yes
EV0008014,2024,9,Q3,India,Suburban,Chevrolet,Bolt EV,Hybrid Electric (HEV),Van/MPV,Individual,32204,None,0,32204,51,6.9,DC Fast Charging,0.4,Excellent,25315,0.074,344,76.0,Level 2+,Technology Appeal,Petrol/Gasoline ICE,High Price,Male,25-34,Dissatisfied,Yes
EV0008015,2022,2,Q1,Germany,Rural,Nissan,Leaf,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,30185,None,0,30185,95,10.5,Home Charging,11.9,Excellent,20786,0.076,955,61.4,Level 2+,Lower Running Cost,Another EV,Battery Life,Male,45-54,Satisfied,Maybe
EV0008016,2023,10,Q4,India,Urban,Tesla,Model 3,Battery Electric Vehicle (BEV),Pickup Truck,Fleet/Corporate,51784,Tax Credit,7369,44415,682,85.3,Home Charging,6.2,Average,29232,0.036,3171,64.6,Level 1,Environmental Concern,First Vehicle,Range Anxiety,Female,18-24,Satisfied,Yes
EV0008017,2024,10,Q4,China,Suburban,BYD,Tang,Battery Electric Vehicle (BEV),SUV,Individual,31068,None,0,31068,281,63.6,Home Charging,6.3,Average,18003,0.076,3397,67.7,Level 2,Environmental Concern,Another EV,Range Anxiety,Male,45-54,Very Satisfied,Maybe
EV0008018,2021,2,Q1,Denmark,Urban,Stellantis,Jeep Avenger,Battery Electric Vehicle (BEV),Sedan,Individual,28920,Direct Subsidy,11195,17725,387,54.6,Public AC Charging,2.9,Excellent,18465,0.093,3905,67.2,Level 2+,Environmental Concern,Diesel ICE,High Price,Male,35-44,Very Satisfied,Yes
EV0008019,2022,8,Q3,Pakistan,Urban,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Van/MPV,Individual,42173,Direct Subsidy,11060,31113,251,94.3,DC Fast Charging,0.5,Poor,9460,0.058,1947,71.6,Level 1,Corporate Policy,Diesel ICE,Range Anxiety,Male,25-34,Satisfied,No
EV0008020,2021,5,Q2,Sweden,Urban,Ford,F-150 Lightning,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,36726,Reduced Registration Fee,2564,34162,60,16.8,Home Charging,8.3,Average,35500,0.111,1816,70.6,Level 0,Government Incentive,Petrol/Gasoline ICE,High Price,Male,35-44,Very Dissatisfied,Yes
EV0008021,2021,12,Q4,Norway,Urban,Lucid Motors,Air Pure,Battery Electric Vehicle (BEV),Pickup Truck,Individual,119283,None,0,119283,599,64.7,Workplace Charging,6.0,Good,28252,0.024,1621,69.9,Level 2+,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,35-44,Satisfied,Maybe
EV0008022,2023,12,Q4,USA,Suburban,Mercedes-Benz,EQA,Battery Electric Vehicle (BEV),SUV,Individual,90370,None,0,90370,602,52.7,Supercharger Network,0.3,Average,12396,0.108,3556,78.2,Level 1,Brand Image,Petrol/Gasoline ICE,High Price,Female,25-34,Neutral,Yes
EV0008023,2024,10,Q4,China,Suburban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,26539,None,0,26539,544,50.5,Home Charging,11.4,Excellent,26266,0.043,2102,75.4,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Prefer not to say,65+,Satisfied,Yes
EV0008024,2023,9,Q3,France,Urban,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),SUV,Individual,19349,Reduced Registration Fee,2082,17267,344,65.0,DC Fast Charging,1.4,Very Poor,18252,0.114,2323,71.3,Level 3,Performance,Petrol/Gasoline ICE,High Price,Female,18-24,Very Satisfied,Yes
EV0008025,2023,5,Q2,Sweden,Urban,Tesla,Model S,Hybrid Electric (HEV),SUV,Individual,47592,Multiple Incentives,16544,31048,29,6.7,Home Charging,9.0,Excellent,23646,0.026,374,65.7,Level 0,Government Incentive,Diesel ICE,High Price,Female,35-44,Satisfied,Maybe
EV0008026,2023,3,Q1,France,Urban,Kia,Niro EV,Plug-in Hybrid (PHEV),SUV,Individual,45617,None,0,45617,65,10.2,Public AC Charging,4.2,Poor,16838,0.046,979,57.4,Level 2,Lower Running Cost,Petrol/Gasoline ICE,High Price,Female,35-44,Satisfied,Maybe
EV0008027,2022,4,Q2,USA,Rural,Volkswagen,ID.4,Hybrid Electric (HEV),Sedan,Individual,37707,Reduced Registration Fee,1528,36179,42,1.2,Home Charging,6.9,Poor,7602,0.089,338,55.7,Level 2+,Technology Appeal,Petrol/Gasoline ICE,None/No Concern,Male,35-44,Dissatisfied,Yes
EV0008028,2023,2,Q1,Brazil,Suburban,NIO,EC6,Battery Electric Vehicle (BEV),Sports Car,Individual,60453,Free Charging,2732,57721,455,111.5,Supercharger Network,0.2,Good,30801,0.117,4189,79.1,Level 2+,Environmental Concern,Hybrid,Charging Time,Male,35-44,Satisfied,Maybe
EV0008029,2023,9,Q3,Sweden,Urban,BMW,i3,Plug-in Hybrid (PHEV),Pickup Truck,Individual,78366,Multiple Incentives,11512,66854,117,20.4,Home Charging,7.1,Good,22495,0.084,1769,63.7,Level 2+,Lower Running Cost,Hybrid,Range Anxiety,Female,55-64,Very Satisfied,No
EV0008030,2023,7,Q3,Pakistan,Rural,Rivian,R1T,Hybrid Electric (HEV),SUV,Fleet/Corporate,75091,Tax Credit,2427,72664,47,4.6,DC Fast Charging,1.1,Good,15186,0.034,800,79.2,Level 1,Technology Appeal,Diesel ICE,None/No Concern,Male,55-64,Dissatisfied,Maybe
EV0008031,2022,8,Q3,Italy,Urban,Volkswagen,ID.4,Hybrid Electric (HEV),Sedan,Individual,37600,Tax Credit,3015,34585,30,1.3,DC Fast Charging,1.4,Good,10371,0.109,238,66.1,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0008032,2022,6,Q2,UAE,Rural,Audi,e-tron,Battery Electric Vehicle (BEV),Hatchback,Government,49832,Reduced Registration Fee,1761,48071,455,81.6,DC Fast Charging,0.7,Poor,14320,0.071,1951,50.8,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,High Price,Female,35-44,Neutral,Maybe
EV0008033,2021,5,Q2,China,Suburban,Rivian,R1T,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,59029,Multiple Incentives,7114,51915,567,113.3,Public AC Charging,5.0,Poor,21570,0.105,3566,50.8,Level 0,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Female,45-54,Very Satisfied,Yes
EV0008034,2021,1,Q1,Norway,Urban,Volkswagen,ID.4,Hybrid Electric (HEV),Hatchback,Government,30062,Direct Subsidy,4014,26048,42,1.4,Home Charging,11.0,Average,24330,0.079,319,79.5,Level 2,Lower Running Cost,First Vehicle,Battery Life,Female,35-44,Satisfied,Yes
EV0008035,2023,9,Q3,UK,Urban,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),Sedan,Individual,39111,Reduced Registration Fee,2681,36430,597,80.4,Home Charging,10.7,Average,13486,0.048,3088,78.9,Level 1,Lower Running Cost,Petrol/Gasoline ICE,None/No Concern,Male,25-34,Satisfied,Yes
EV0008036,2024,5,Q2,Norway,Suburban,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,46201,Tax Credit,3444,42757,603,116.6,Public AC Charging,2.0,Good,16107,0.083,3489,70.3,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Very Satisfied,Maybe
EV0008037,2023,8,Q3,Italy,Suburban,BMW,i7,Battery Electric Vehicle (BEV),Hatchback,Government,52205,None,0,52205,334,50.7,Home Charging,10.8,Average,16578,0.053,3739,74.5,Level 2,Environmental Concern,Another EV,Battery Life,Prefer not to say,55-64,Very Satisfied,Yes
EV0008038,2024,3,Q1,Germany,Urban,Volvo,C40 Recharge,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,55471,Reduced Registration Fee,2861,52610,65,22.1,DC Fast Charging,1.4,Good,22509,0.095,1684,73.8,Level 2+,Environmental Concern,Another EV,None/No Concern,Male,25-34,Satisfied,Yes
EV0008039,2023,8,Q3,Australia,Urban,BMW,i3,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,49759,Reduced Registration Fee,1427,48332,305,78.8,Home Charging,10.9,Excellent,28758,0.047,1722,49.8,Level 1,Performance,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Very Satisfied,Yes
EV0008040,2021,12,Q4,China,Rural,Stellantis,Fiat 500e,Battery Electric Vehicle (BEV),Sedan,Individual,31029,None,0,31029,537,117.5,Public AC Charging,2.9,Very Poor,29987,0.102,3286,70.6,Level 3,Lower Running Cost,Petrol/Gasoline ICE,None/No Concern,Male,35-44,Neutral,Yes
EV0008041,2023,3,Q1,Denmark,Urban,Rivian,R1T,Hybrid Electric (HEV),Luxury,Individual,109748,Reduced Registration Fee,2951,106797,20,7.5,Public AC Charging,4.6,Average,14232,0.056,359,73.8,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Very Satisfied,Yes
EV0008042,2023,3,Q1,UK,Urban,Audi,e-tron GT,Plug-in Hybrid (PHEV),Sedan,Rental Company,67514,None,0,67514,70,15.4,DC Fast Charging,0.7,Average,12860,0.063,745,48.1,Level 3,Performance,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Satisfied,Yes
EV0008043,2024,11,Q4,France,Urban,Stellantis,Jeep Avenger,Plug-in Hybrid (PHEV),SUV,Individual,31960,None,0,31960,41,10.3,Workplace Charging,4.9,Good,16912,0.046,669,59.9,Level 3,Technology Appeal,Diesel ICE,Range Anxiety,Female,18-24,Satisfied,Yes
